,age,sex,weight,reaction,count,applnNo
38897,5,1,n,ABDOMINAL ABSCESS,1,ANDA213186
38898,5,1,h,CHRONIC KIDNEY DISEASE,2,ANDA213186
38899,5,1,h,VOMITING,2,ANDA213186
38900,5,1,h,ABDOMINAL DISCOMFORT,1,ANDA213186
38901,6,1,l,CARDIAC FAILURE,1,ANDA213186
38902,6,1,l,CYSTITIS,1,ANDA213186
38903,6,1,l,ENTEROCOLITIS,1,ANDA213186
38904,6,1,n,HEPATIC FUNCTION ABNORMAL,3,ANDA213186
38905,6,1,n,DEPRESSED LEVEL OF CONSCIOUSNESS,2,ANDA213186
38906,6,1,n,GENERAL PHYSICAL HEALTH DETERIORATION,2,ANDA213186
38907,6,1,h,ACUTE RESPIRATORY FAILURE,1,ANDA213186
38908,6,1,h,ANAEMIA,1,ANDA213186
38909,6,1,h,CYTOKINE RELEASE SYNDROME,1,ANDA213186
38910,3,2,l,CHOKING,1,ANDA213186
38911,3,2,l,DECREASED APPETITE,1,ANDA213186
38912,3,2,l,DRUG ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE,1,ANDA213186
38913,5,2,l,CARDIAC FAILURE,1,ANDA213186
38914,5,2,l,HYPOPITUITARISM,1,ANDA213186
38915,5,2,l,INTERSTITIAL LUNG DISEASE,1,ANDA213186
38916,5,2,n,OFF LABEL USE,2,ANDA213186
38917,5,2,n,AKATHISIA,1,ANDA213186
38918,5,2,n,AKINESIA,1,ANDA213186
38919,5,2,h,RASH,3,ANDA213186
38920,5,2,h,BRADYCARDIA,1,ANDA213186
38921,5,2,h,DECREASED APPETITE,1,ANDA213186
38922,6,2,l,ANAPHYLACTIC SHOCK,1,ANDA213186
38923,6,2,l,CARDIAC FAILURE CONGESTIVE,1,ANDA213186
38924,6,2,l,COVID-19,1,ANDA213186
38925,6,2,n,HEPATIC ENZYME INCREASED,2,ANDA213186
38926,6,2,n,LETHARGY,2,ANDA213186
38927,6,2,n,MYOCARDIAL NECROSIS MARKER INCREASED,2,ANDA213186
38928,5,1,n,FATIGUE,2,NDA022399
38929,5,1,n,ANHEDONIA,1,NDA022399
38930,5,1,n,ANXIETY,1,NDA022399
38931,6,1,n,ABDOMINAL PAIN,2,NDA022399
38932,6,1,n,ECCHYMOSIS,2,NDA022399
38933,6,1,n,FATIGUE,2,NDA022399
38934,6,1,h,CONSTIPATION,2,NDA022399
38935,6,1,h,FALL,2,NDA022399
38936,6,1,h,SLEEP TERROR,2,NDA022399
38937,5,2,n,PAIN,3,NDA022399
38938,5,2,n,CHEST PAIN,2,NDA022399
38939,5,2,n,DIARRHOEA,2,NDA022399
38940,5,2,h,APATHY,1,NDA022399
38941,5,2,h,BREAST MASS,1,NDA022399
38942,5,2,h,CONDITION AGGRAVATED,1,NDA022399
38943,4,2,l,ANAPHYLACTIC REACTION,1,ANDA091323
38944,4,2,n,FEBRILE NEUTROPENIA,7,ANDA091323
38945,4,2,n,APLASTIC ANAEMIA,5,ANDA091323
38946,4,2,n,PANCYTOPENIA,3,ANDA091323
38947,4,2,h,APLASTIC ANAEMIA,3,ANDA091323
38948,4,2,h,FEBRILE NEUTROPENIA,3,ANDA091323
38949,4,2,h,MUCOSAL INFLAMMATION,3,ANDA091323
38950,5,2,l,ABDOMINAL PAIN,1,ANDA091323
38951,5,2,l,ABORTION SPONTANEOUS,1,ANDA091323
38952,5,2,l,DEVICE ISSUE,1,ANDA091323
38953,5,2,n,OFF LABEL USE,8,ANDA091323
38954,5,2,n,PAIN,7,ANDA091323
38955,5,2,n,ANXIETY,6,ANDA091323
38956,5,2,h,MATERNAL EXPOSURE DURING PREGNANCY,3,ANDA091323
38957,5,2,h,NAUSEA,3,ANDA091323
38958,5,2,h,ANAEMIA,2,ANDA091323
38959,6,2,n,DYSPHAGIA,1,ANDA091323
38960,6,2,n,VISUAL IMPAIRMENT,1,ANDA091323
38961,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA077763
38962,1,1,l,NEONATAL RESPIRATORY DISTRESS,1,ANDA077763
38963,3,1,l,ANAPHYLACTIC REACTION,1,ANDA077763
38964,3,1,l,CUSHING^S SYNDROME,1,ANDA077763
38965,3,1,l,DERMATITIS ATOPIC,1,ANDA077763
38966,3,1,n,DRY SKIN,1,ANDA077763
38967,3,1,n,PRODUCT USE ISSUE,1,ANDA077763
38968,4,1,n,PRURITUS,4,ANDA077763
38969,4,1,n,SKIN EXFOLIATION,4,ANDA077763
38970,4,1,n,DERMATITIS ATOPIC,3,ANDA077763
38971,5,1,n,DERMATITIS ATOPIC,8,ANDA077763
38972,5,1,n,DRY SKIN,8,ANDA077763
38973,5,1,n,PRURITUS,7,ANDA077763
38974,5,1,h,PRURITUS,9,ANDA077763
38975,5,1,h,OFF LABEL USE,8,ANDA077763
38976,5,1,h,PRODUCT USE IN UNAPPROVED INDICATION,8,ANDA077763
38977,6,1,l,HYPOXIA,2,ANDA077763
38978,6,1,l,PLATELET COUNT DECREASED,2,ANDA077763
38979,6,1,l,CEREBRAL INFARCTION,1,ANDA077763
38980,6,1,n,PRURITUS,7,ANDA077763
38981,6,1,n,RASH,6,ANDA077763
38982,6,1,n,DIARRHOEA,4,ANDA077763
38983,6,1,h,GASTROINTESTINAL HAEMORRHAGE,4,ANDA077763
38984,6,1,h,ASTHENIA,3,ANDA077763
38985,6,1,h,DIARRHOEA,3,ANDA077763
38986,3,2,l,PRURITUS,2,ANDA077763
38987,3,2,l,RASH,2,ANDA077763
38988,3,2,l,BLEPHAROSPASM,1,ANDA077763
38989,3,2,n,ILLNESS,1,ANDA077763
38990,4,2,l,TIC,1,ANDA077763
38991,4,2,n,ECZEMA,3,ANDA077763
38992,4,2,n,RASH,2,ANDA077763
38993,4,2,n,SKIN EXFOLIATION,2,ANDA077763
38994,5,2,l,DECREASED APPETITE,2,ANDA077763
38995,5,2,l,SEIZURE,2,ANDA077763
38996,5,2,l,WEIGHT DECREASED,2,ANDA077763
38997,5,2,n,PRURITUS,34,ANDA077763
38998,5,2,n,DERMATITIS ATOPIC,22,ANDA077763
38999,5,2,n,DRY SKIN,21,ANDA077763
39000,5,2,h,PRURITUS,12,ANDA077763
39001,5,2,h,ARTHRALGIA,8,ANDA077763
39002,5,2,h,DRY SKIN,7,ANDA077763
39003,6,2,l,ALOPECIA,1,ANDA077763
39004,6,2,l,APPLICATION SITE DRYNESS,1,ANDA077763
39005,6,2,l,APPLICATION SITE EXFOLIATION,1,ANDA077763
39006,6,2,n,PRURITUS,9,ANDA077763
39007,6,2,n,PRODUCT USE IN UNAPPROVED INDICATION,7,ANDA077763
39008,6,2,n,OFF LABEL USE,6,ANDA077763
39009,6,2,h,PRODUCT USE IN UNAPPROVED INDICATION,3,ANDA077763
39010,6,2,h,SWELLING,3,ANDA077763
39011,6,2,h,ACUTE KIDNEY INJURY,2,ANDA077763
39012,5,2,n,PRODUCT ADHESION ISSUE,3,NDA021258
39013,5,2,n,PRODUCT PHYSICAL ISSUE,3,NDA021258
39014,5,2,n,APPLICATION SITE RASH,2,NDA021258
39015,5,2,h,AGITATION,1,NDA021258
39016,5,2,h,JOINT SWELLING,1,NDA021258
39017,5,2,h,PAIN,1,NDA021258
39018,6,2,n,ABDOMINAL DISTENSION,1,NDA021258
39019,6,2,n,CONSTIPATION,1,NDA021258
39020,6,2,n,DIARRHOEA,1,NDA021258
39021,4,2,l,ANAPHYLACTIC REACTION,1,ANDA090454
39022,4,2,n,FEBRILE NEUTROPENIA,7,ANDA090454
39023,4,2,n,APLASTIC ANAEMIA,5,ANDA090454
39024,4,2,n,PANCYTOPENIA,3,ANDA090454
39025,4,2,h,APLASTIC ANAEMIA,3,ANDA090454
39026,4,2,h,FEBRILE NEUTROPENIA,3,ANDA090454
39027,4,2,h,MUCOSAL INFLAMMATION,3,ANDA090454
39028,5,2,l,ABDOMINAL PAIN,1,ANDA090454
39029,5,2,l,ABORTION SPONTANEOUS,1,ANDA090454
39030,5,2,l,DEVICE ISSUE,1,ANDA090454
39031,5,2,n,OFF LABEL USE,9,ANDA090454
39032,5,2,n,ANXIETY,6,ANDA090454
39033,5,2,n,PAIN,6,ANDA090454
39034,5,2,h,MATERNAL EXPOSURE DURING PREGNANCY,3,ANDA090454
39035,5,2,h,NAUSEA,3,ANDA090454
39036,5,2,h,ANAEMIA,2,ANDA090454
39037,6,2,n,DYSPHAGIA,1,ANDA090454
39038,6,2,n,VISUAL IMPAIRMENT,1,ANDA090454
39039,5,1,n,BACK PAIN,5,NDA020364
39040,5,1,n,ANXIETY,4,NDA020364
39041,5,1,n,CHRONIC KIDNEY DISEASE,4,NDA020364
39042,5,1,h,BLOOD PRESSURE INCREASED,3,NDA020364
39043,5,1,h,FATIGUE,3,NDA020364
39044,5,1,h,BLOOD SODIUM DECREASED,2,NDA020364
39045,6,1,l,PNEUMONITIS,1,NDA020364
39046,6,1,n,DIARRHOEA,3,NDA020364
39047,6,1,n,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,3,NDA020364
39048,6,1,n,BODY TEMPERATURE DECREASED,2,NDA020364
39049,6,1,h,DRUG EFFECT DECREASED,2,NDA020364
39050,6,1,h,BLOOD PRESSURE INCREASED,1,NDA020364
39051,6,1,h,CARDIAC FAILURE CONGESTIVE,1,NDA020364
39052,5,2,l,ABDOMINAL PAIN,1,NDA020364
39053,5,2,l,BLOOD PRESSURE ABNORMAL,1,NDA020364
39054,5,2,l,BREATH SOUNDS ABNORMAL,1,NDA020364
39055,5,2,n,DIZZINESS,3,NDA020364
39056,5,2,n,ALOPECIA,2,NDA020364
39057,5,2,n,ANXIETY,2,NDA020364
39058,5,2,h,ANXIETY,3,NDA020364
39059,5,2,h,DIARRHOEA,3,NDA020364
39060,5,2,h,ALOPECIA,2,NDA020364
39061,6,2,l,ALOPECIA,1,NDA020364
39062,6,2,l,DRUG ADMINISTERED AT INAPPROPRIATE SITE,1,NDA020364
39063,6,2,l,HAIR TEXTURE ABNORMAL,1,NDA020364
39064,6,2,n,GASTROINTESTINAL HAEMORRHAGE,5,NDA020364
39065,6,2,n,OFF LABEL USE,5,NDA020364
39066,6,2,n,PRODUCT USE ISSUE,5,NDA020364
39067,6,2,h,PAIN,2,NDA020364
39068,6,2,h,PAIN IN EXTREMITY,2,NDA020364
39069,6,2,h,RASH,2,NDA020364
40709,5,1,l,DYSPEPSIA,1,NDA204242
40710,5,1,l,PRODUCT ADMINISTRATION ERROR,1,NDA204242
40711,5,1,l,PRODUCT USE IN UNAPPROVED INDICATION,1,NDA204242
40712,5,1,n,ABDOMINAL PAIN UPPER,1,NDA204242
40713,5,1,n,ABNORMAL DREAMS,1,NDA204242
40714,5,1,n,ACUTE KIDNEY INJURY,1,NDA204242
40715,5,1,h,CHROMATURIA,1,NDA204242
40716,5,1,h,DIPLOPIA,1,NDA204242
40717,5,1,h,EUPHORIC MOOD,1,NDA204242
40718,5,2,n,DRUG ABUSE,1,NDA204242
40719,5,2,n,DRUG DEPENDENCE,1,NDA204242
40720,5,2,n,DRUG WITHDRAWAL SYNDROME,1,NDA204242
40721,5,2,h,DRUG INEFFECTIVE,1,NDA204242
40722,5,2,h,PSORIASIS,1,NDA204242
40723,5,2,h,PSORIATIC ARTHROPATHY,1,NDA204242
40724,3,1,l,NAUSEA,2,ANDA206931
40725,3,1,l,ABDOMINAL PAIN,1,ANDA206931
40726,3,1,l,CHEST DISCOMFORT,1,ANDA206931
40727,3,1,n,CENTRAL VENOUS CATHETERISATION,1,ANDA206931
40728,3,1,n,DRY SKIN,1,ANDA206931
40729,3,1,n,DYSPNOEA,1,ANDA206931
40730,3,1,h,ABNORMAL BEHAVIOUR,1,ANDA206931
40731,3,1,h,CHANGE IN SUSTAINED ATTENTION,1,ANDA206931
40732,3,1,h,PRODUCT DOSE OMISSION ISSUE,1,ANDA206931
40733,4,1,n,ATTENTION DEFICIT HYPERACTIVITY DISORDER,1,ANDA206931
40734,4,1,n,DEVICE ISSUE,1,ANDA206931
40735,4,1,n,DRUG INTERACTION,1,ANDA206931
40736,4,1,h,DRUG INEFFECTIVE,1,ANDA206931
40737,4,1,h,PRODUCT SOLUBILITY ABNORMAL,1,ANDA206931
40738,5,1,n,LYMPHADENOPATHY,1,ANDA206931
40739,5,1,n,PRURITUS,1,ANDA206931
40740,5,1,n,RASH,1,ANDA206931
40741,6,1,h,EYE PAIN,1,ANDA206931
40742,6,1,h,PRODUCT DOSE OMISSION ISSUE,1,ANDA206931
40743,3,2,l,PYREXIA,2,ANDA206931
40744,3,2,l,CONSTIPATION,1,ANDA206931
40745,3,2,l,EAR INFECTION,1,ANDA206931
40746,5,2,n,BLOOD PRESSURE INCREASED,6,ANDA206931
40747,5,2,n,CONDITION AGGRAVATED,6,ANDA206931
40748,5,2,n,ABDOMINAL DISCOMFORT,5,ANDA206931
40749,5,2,h,DIPLOPIA,1,ANDA206931
40750,5,2,h,EXOPHTHALMOS,1,ANDA206931
40751,5,2,h,EYE PAIN,1,ANDA206931
40752,6,2,n,HYPOAESTHESIA,1,ANDA206931
40753,6,2,n,LIP SWELLING,1,ANDA206931
40788,4,1,n,CROHN^S DISEASE,1,NDA021588
40789,4,1,n,DRUG INEFFECTIVE,1,NDA021588
40790,4,1,n,INTENTIONAL PRODUCT MISUSE,1,NDA021588
40791,5,1,n,ABNORMAL LOSS OF WEIGHT,1,NDA021588
40792,5,1,n,AGRANULOCYTOSIS,1,NDA021588
40793,5,1,n,CANCER PAIN,1,NDA021588
40794,5,1,h,DRUG INTERACTION,1,NDA021588
40795,5,1,h,DYSPNOEA,1,NDA021588
40796,5,1,h,ERYTHEMA,1,NDA021588
40797,6,1,n,SWELLING,2,NDA021588
40798,6,1,n,AGRANULOCYTOSIS,1,NDA021588
40799,6,1,n,CONTUSION,1,NDA021588
40800,6,1,h,ARTHRALGIA,2,NDA021588
40801,6,1,h,CHILLS,2,NDA021588
40802,6,1,h,CONSTIPATION,2,NDA021588
40803,1,2,l,EXPOSURE VIA BREAST MILK,1,NDA021588
40804,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA021588
40805,1,2,l,INFANTILE APNOEA,1,NDA021588
40806,2,2,l,FATIGUE,1,NDA021588
40807,5,2,n,ALOPECIA,2,NDA021588
40808,5,2,n,ANAEMIA,2,NDA021588
40809,5,2,n,FLUID OVERLOAD,2,NDA021588
40810,5,2,h,EXPOSURE DURING PREGNANCY,2,NDA021588
40811,5,2,h,PREMATURE DELIVERY,2,NDA021588
40812,5,2,h,ALOPECIA,1,NDA021588
40813,6,2,l,ABDOMINAL PAIN UPPER,1,NDA021588
40814,6,2,l,DRUG INEFFECTIVE,1,NDA021588
40815,6,2,l,MALAISE,1,NDA021588
40816,6,2,n,ARTHRALGIA,4,NDA021588
40817,6,2,n,DIARRHOEA,4,NDA021588
40818,6,2,n,WEIGHT INCREASED,4,NDA021588
40819,6,2,h,ATRIAL FIBRILLATION,1,NDA021588
40820,6,2,h,BODY TEMPERATURE INCREASED,1,NDA021588
40821,6,2,h,DIARRHOEA,1,NDA021588
40822,3,1,l,CHOLINERGIC SYNDROME,2,NDA020690
40823,3,1,l,TOXICITY TO VARIOUS AGENTS,2,NDA020690
40824,3,1,l,ACCIDENTAL EXPOSURE TO PRODUCT,1,NDA020690
40825,5,1,n,PAIN,5,NDA020690
40826,5,1,n,DEPRESSION,4,NDA020690
40827,5,1,n,EMOTIONAL DISTRESS,3,NDA020690
40828,5,1,h,CHRONIC KIDNEY DISEASE,2,NDA020690
40829,5,1,h,FALL,2,NDA020690
40830,5,1,h,MUSCLE SPASMS,2,NDA020690
40831,6,1,l,CEREBRAL INFARCTION,3,NDA020690
40832,6,1,l,DRUG INEFFECTIVE,2,NDA020690
40833,6,1,l,ANAEMIA,1,NDA020690
40834,6,1,n,DIZZINESS,9,NDA020690
40835,6,1,n,ANAEMIA,8,NDA020690
40836,6,1,n,DRUG INEFFECTIVE,8,NDA020690
40837,6,1,h,BLOOD GLUCOSE INCREASED,2,NDA020690
40838,6,1,h,NAUSEA,2,NDA020690
40839,6,1,h,ABDOMINAL PAIN UPPER,1,NDA020690
40840,5,2,n,ALOPECIA,5,NDA020690
40841,5,2,n,DIARRHOEA,5,NDA020690
40842,5,2,n,FATIGUE,4,NDA020690
40843,5,2,h,ALOPECIA,1,NDA020690
40844,5,2,h,BLOOD PRESSURE DECREASED,1,NDA020690
40845,5,2,h,CATARACT OPERATION,1,NDA020690
40846,6,2,l,ANAEMIA,6,NDA020690
40847,6,2,l,CEREBRAL INFARCTION,4,NDA020690
40848,6,2,l,HYPERTENSION,4,NDA020690
40849,6,2,n,FALL,13,NDA020690
40850,6,2,n,DIZZINESS,12,NDA020690
40851,6,2,n,DECREASED APPETITE,9,NDA020690
40852,6,2,h,URINARY TRACT INFECTION,2,NDA020690
40853,6,2,h,ADVERSE EVENT,1,NDA020690
40854,6,2,h,ALOPECIA,1,NDA020690
40855,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,6,ANDA076934
40856,1,1,l,ATRIAL SEPTAL DEFECT,3,ANDA076934
40857,1,1,l,DRUG WITHDRAWAL SYNDROME NEONATAL,2,ANDA076934
40858,2,1,l,FOETAL EXPOSURE DURING PREGNANCY,2,ANDA076934
40859,2,1,l,DRUG WITHDRAWAL SYNDROME NEONATAL,1,ANDA076934
40860,2,1,l,LIMB MALFORMATION,1,ANDA076934
40861,2,1,n,INJECTION SITE BRUISING,1,ANDA076934
40862,2,1,n,INJECTION SITE PAIN,1,ANDA076934
40863,2,1,n,INJECTION SITE SWELLING,1,ANDA076934
40864,3,1,l,DERMATITIS ATOPIC,1,ANDA076934
40865,3,1,l,DRY SKIN,1,ANDA076934
40866,3,1,l,PRURITUS,1,ANDA076934
40867,4,1,n,ACUTE KIDNEY INJURY,1,ANDA076934
40868,4,1,n,BLOOD CREATINE PHOSPHOKINASE INCREASED,1,ANDA076934
40869,4,1,n,BLOOD LACTATE DEHYDROGENASE INCREASED,1,ANDA076934
40870,4,1,h,AGGRESSION,4,ANDA076934
40871,4,1,h,BLOOD PROLACTIN INCREASED,4,ANDA076934
40872,4,1,h,OBESITY,4,ANDA076934
40873,5,1,n,PAIN,10,ANDA076934
40874,5,1,n,OFF LABEL USE,9,ANDA076934
40875,5,1,n,ANXIETY,8,ANDA076934
40876,5,1,h,PAIN,7,ANDA076934
40877,5,1,h,DEPRESSION,6,ANDA076934
40878,5,1,h,ANHEDONIA,4,ANDA076934
40879,6,1,n,FATIGUE,7,ANDA076934
40880,6,1,n,NAUSEA,7,ANDA076934
40881,6,1,n,OFF LABEL USE,7,ANDA076934
40882,6,1,h,ABDOMINAL PAIN,3,ANDA076934
40883,6,1,h,ADRENAL INSUFFICIENCY,2,ANDA076934
40884,6,1,h,ANAEMIA,2,ANDA076934
40885,1,2,l,BLOOD CREATINE PHOSPHOKINASE INCREASED,1,ANDA076934
40886,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA076934
40887,1,2,l,HYPERTHERMIA,1,ANDA076934
40888,3,2,l,OROPHARYNGEAL PAIN,1,ANDA076934
40889,3,2,l,PHARYNGITIS STREPTOCOCCAL,1,ANDA076934
40890,4,2,l,ARTHRITIS ENTEROPATHIC,1,ANDA076934
40891,4,2,l,CROHN^S DISEASE,1,ANDA076934
40892,4,2,l,DERMATITIS ALLERGIC,1,ANDA076934
40893,4,2,n,COMA,2,ANDA076934
40894,4,2,n,CONDITION AGGRAVATED,2,ANDA076934
40895,4,2,n,DERMATITIS ATOPIC,2,ANDA076934
40896,5,2,l,NAUSEA,2,ANDA076934
40897,5,2,l,ARTHRITIS BACTERIAL,1,ANDA076934
40898,5,2,l,BACK PAIN,1,ANDA076934
40899,5,2,n,OFF LABEL USE,37,ANDA076934
40900,5,2,n,HEADACHE,31,ANDA076934
40901,5,2,n,NAUSEA,29,ANDA076934
40902,5,2,h,NAUSEA,14,ANDA076934
40903,5,2,h,DIARRHOEA,9,ANDA076934
40904,5,2,h,CELLULITIS,8,ANDA076934
40905,6,2,l,FALL,2,ANDA076934
40906,6,2,l,ANAEMIA,1,ANDA076934
40907,6,2,l,ANXIETY,1,ANDA076934
40908,6,2,n,OFF LABEL USE,16,ANDA076934
40909,6,2,n,HEADACHE,15,ANDA076934
40910,6,2,n,DIARRHOEA,14,ANDA076934
40911,6,2,h,DIARRHOEA,3,ANDA076934
40912,6,2,h,ABDOMINAL PAIN,2,ANDA076934
40913,6,2,h,ALOPECIA,2,ANDA076934
40981,3,2,n,ACUTE PRERENAL FAILURE,1,ANDA076238
40982,3,2,n,GASTROENTERITIS,1,ANDA076238
40983,4,2,n,PULMONARY EMBOLISM,2,ANDA076238
40984,4,2,n,AMNESIA,1,ANDA076238
40985,4,2,n,BASEDOW^S DISEASE,1,ANDA076238
40986,5,2,n,PULMONARY EMBOLISM,3,ANDA076238
40987,5,2,n,ANXIETY,2,ANDA076238
40988,5,2,n,FATIGUE,2,ANDA076238
40989,5,2,h,APPLICATION SITE DISCOMFORT,1,ANDA076238
40990,5,2,h,APPLICATION SITE EROSION,1,ANDA076238
40991,5,2,h,CEREBRAL INFARCTION,1,ANDA076238
40992,2,1,l,NASOPHARYNGITIS,2,ANDA213053
40993,2,1,l,PRURITUS,2,ANDA213053
40994,2,1,l,ARTHRALGIA,1,ANDA213053
40995,3,1,l,DERMATITIS ATOPIC,8,ANDA213053
40996,3,1,l,PRURITUS,8,ANDA213053
40997,3,1,l,DRY SKIN,4,ANDA213053
40998,4,1,l,BRAIN OEDEMA,1,ANDA213053
40999,4,1,l,COVID-19,1,ANDA213053
41000,4,1,l,PRODUCT USE IN UNAPPROVED INDICATION,1,ANDA213053
41001,4,1,n,PRURITUS,4,ANDA213053
41002,4,1,n,DRY SKIN,3,ANDA213053
41003,4,1,n,PRODUCT USE IN UNAPPROVED INDICATION,3,ANDA213053
41004,4,1,h,ABNORMAL WEIGHT GAIN,1,ANDA213053
41005,4,1,h,BACK PAIN,1,ANDA213053
41006,4,1,h,BLOOD PRESSURE ABNORMAL,1,ANDA213053
41007,5,1,l,GASTRITIS EROSIVE,1,ANDA213053
41008,5,1,n,PAIN,49,ANDA213053
41009,5,1,n,EMOTIONAL DISTRESS,44,ANDA213053
41010,5,1,n,ANHEDONIA,42,ANDA213053
41011,5,1,h,ANXIETY,27,ANDA213053
41012,5,1,h,PAIN,25,ANDA213053
41013,5,1,h,EMOTIONAL DISTRESS,24,ANDA213053
41014,6,1,n,DEATH,7,ANDA213053
41015,6,1,n,DIARRHOEA,7,ANDA213053
41016,6,1,n,OFF LABEL USE,6,ANDA213053
41017,6,1,h,NAUSEA,6,ANDA213053
41018,6,1,h,DECREASED APPETITE,4,ANDA213053
41019,6,1,h,DIARRHOEA,4,ANDA213053
41020,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA213053
41021,1,2,l,FOETAL GROWTH RESTRICTION,1,ANDA213053
41022,1,2,l,LOW BIRTH WEIGHT BABY,1,ANDA213053
41023,2,2,l,ADENOIDECTOMY,1,ANDA213053
41024,2,2,l,ATRIAL SEPTAL DEFECT REPAIR,1,ANDA213053
41025,2,2,l,CONDITION AGGRAVATED,1,ANDA213053
41026,3,2,l,ELECTROCARDIOGRAM QT PROLONGED,5,ANDA213053
41027,3,2,l,PRODUCT USE IN UNAPPROVED INDICATION,5,ANDA213053
41028,3,2,l,DISEASE PROGRESSION,4,ANDA213053
41029,3,2,n,DERMATITIS ATOPIC,1,ANDA213053
41030,3,2,n,DEVICE OCCLUSION,1,ANDA213053
41031,3,2,n,DEVICE RELATED INFECTION,1,ANDA213053
41032,3,2,h,EAR INFECTION,1,ANDA213053
41033,3,2,h,PERIORAL DERMATITIS,1,ANDA213053
41034,3,2,h,URTICARIA,1,ANDA213053
41035,4,2,l,COVID-19,1,ANDA213053
41036,4,2,l,DERMATITIS EXFOLIATIVE,1,ANDA213053
41037,4,2,l,EAR INFECTION,1,ANDA213053
41038,4,2,n,CROHN^S DISEASE,3,ANDA213053
41039,4,2,n,FATIGUE,3,ANDA213053
41040,4,2,n,BLOOD PRESSURE DIASTOLIC INCREASED,2,ANDA213053
41041,4,2,h,ABDOMINAL PAIN,1,ANDA213053
41042,4,2,h,DERMATITIS ATOPIC,1,ANDA213053
41043,4,2,h,DUODENAL STENOSIS,1,ANDA213053
41044,5,2,l,ANHEDONIA,1,ANDA213053
41045,5,2,l,ANXIETY,1,ANDA213053
41046,5,2,l,DRY SKIN,1,ANDA213053
41047,5,2,n,PAIN,33,ANDA213053
41048,5,2,n,ANXIETY,21,ANDA213053
41049,5,2,n,EMOTIONAL DISTRESS,18,ANDA213053
41050,5,2,h,PAIN,7,ANDA213053
41051,5,2,h,ANXIETY,6,ANDA213053
41052,5,2,h,NAUSEA,6,ANDA213053
41053,6,2,l,ACUTE RESPIRATORY FAILURE,1,ANDA213053
41054,6,2,l,CARDIO-RESPIRATORY ARREST,1,ANDA213053
41055,6,2,l,COVID-19,1,ANDA213053
41056,6,2,n,DRUG INEFFECTIVE,27,ANDA213053
41057,6,2,n,MALAISE,23,ANDA213053
41058,6,2,n,NAUSEA,23,ANDA213053
41059,6,2,h,PRODUCT USE IN UNAPPROVED INDICATION,2,ANDA213053
41060,6,2,h,VISION BLURRED,2,ANDA213053
41061,6,2,h,ACUTE RESPIRATORY FAILURE,1,ANDA213053
41062,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA076725
41063,1,1,l,FOETAL GROWTH RESTRICTION,1,ANDA076725
41064,1,1,l,PLACENTAL DISORDER,1,ANDA076725
41065,5,1,n,CARDIAC FAILURE,2,ANDA076725
41066,5,1,n,DEATH,2,ANDA076725
41067,5,1,n,ABDOMINAL PAIN,1,ANDA076725
41068,5,1,h,ARTERIOVENOUS FISTULA THROMBOSIS,1,ANDA076725
41069,5,1,h,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,ANDA076725
41070,5,1,h,EYE PAIN,1,ANDA076725
41071,6,1,l,CONDITION AGGRAVATED,1,ANDA076725
41072,6,1,l,DEATH,1,ANDA076725
41073,6,1,l,DEPRESSED LEVEL OF CONSCIOUSNESS,1,ANDA076725
41074,6,1,n,OFF LABEL USE,4,ANDA076725
41075,6,1,n,DEATH,3,ANDA076725
41076,6,1,n,FALL,2,ANDA076725
41077,6,1,h,ACCIDENTAL OVERDOSE,5,ANDA076725
41078,6,1,h,INCORRECT DOSE ADMINISTERED,5,ANDA076725
41079,6,1,h,PRODUCT ADMINISTRATION ERROR,5,ANDA076725
41080,4,2,n,SMALL INTESTINAL OBSTRUCTION,1,ANDA076725
41081,5,2,n,DIARRHOEA,4,ANDA076725
41082,5,2,n,DIZZINESS,4,ANDA076725
41083,5,2,n,FATIGUE,4,ANDA076725
41084,5,2,h,DEPRESSION,1,ANDA076725
41085,6,2,n,DIARRHOEA,4,ANDA076725
41086,6,2,n,NAUSEA,4,ANDA076725
41087,6,2,n,DEHYDRATION,3,ANDA076725
41088,6,2,h,FISTULA,1,ANDA076725
41089,6,2,h,TACHYCARDIA,1,ANDA076725
41207,5,1,n,INJECTION SITE ERYTHEMA,1,ANDA203495
41208,5,1,n,INJECTION SITE PAIN,1,ANDA203495
41209,5,1,n,INJECTION SITE SWELLING,1,ANDA203495
41210,5,1,h,ANHEDONIA,1,ANDA203495
41211,5,1,h,ANXIETY,1,ANDA203495
41212,5,1,h,BLADDER CANCER,1,ANDA203495
41213,5,2,n,PAIN,3,ANDA203495
41214,5,2,n,DEVICE DIFFICULT TO USE,2,ANDA203495
41215,5,2,n,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2,ANDA203495
41216,5,2,h,DRUG HYPERSENSITIVITY,2,ANDA203495
41217,5,2,h,CELLULITIS,1,ANDA203495
