,Unnamed: 0,count,event,applnNo
5130,5130,37,Disabling,ANDA076725
5131,5131,845,Hospitalization,ANDA076725
5132,5132,105,Life Threatening Event,ANDA076725
5133,5133,17,Serious Cases,NDA021026
5134,5134,1,Death,NDA021026
5135,5135,9,Hospitalization,NDA021026
5136,5136,1,Life Threatening Event,NDA021026
5137,5137,24,Serious Cases,NDA019795
5138,5138,2,Death,NDA019795
5139,5139,9,Hospitalization,NDA019795
5140,5140,7389,Serious Cases,NDA205834
5141,5141,771,Death,NDA205834
5142,5142,241,Disabling,NDA205834
5143,5143,2697,Hospitalization,NDA205834
5144,5144,322,Life Threatening Event,NDA205834
5145,5145,378,Serious Cases,NDA022460
5146,5146,55,Death,NDA022460
5147,5147,25,Disabling,NDA022460
5148,5148,183,Hospitalization,NDA022460
5149,5149,19,Life Threatening Event,NDA022460
5150,5150,11352,Serious Cases,NDA020498
5151,5151,2522,Death,NDA020498
5152,5152,442,Disabling,NDA020498
5153,5153,4983,Hospitalization,NDA020498
5154,5154,738,Life Threatening Event,NDA020498
5155,5155,3249,Serious Cases,NDA022202
5156,5156,759,Death,NDA022202
5157,5157,981,Disabling,NDA022202
5158,5158,1431,Hospitalization,NDA022202
5159,5159,918,Life Threatening Event,NDA022202
5160,5160,1,Serious Cases,ANDA091112
5161,5161,1,Hospitalization,ANDA091112
5162,5162,3355,Serious Cases,ANDA201661
5163,5163,40,Death,ANDA201661
5164,5164,65,Disabling,ANDA201661
5165,5165,2175,Hospitalization,ANDA201661
5166,5166,186,Life Threatening Event,ANDA201661
5167,5167,7199,Serious Cases,NDA021829
5168,5168,1667,Death,NDA021829
5169,5169,222,Disabling,NDA021829
5170,5170,3226,Hospitalization,NDA021829
5171,5171,196,Life Threatening Event,NDA021829
5172,5172,794,Serious Cases,ANDA208231
5173,5173,103,Death,ANDA208231
5174,5174,5,Disabling,ANDA208231
5175,5175,259,Hospitalization,ANDA208231
5176,5176,65,Life Threatening Event,ANDA208231
5177,5177,10,Serious Cases,part357B
5178,5178,3,Death,part357B
5179,5179,1,Hospitalization,part357B
5180,5180,20659,Serious Cases,NDA021131
5181,5181,4403,Death,NDA021131
5182,5182,544,Disabling,NDA021131
5183,5183,9269,Hospitalization,NDA021131
5184,5184,2346,Life Threatening Event,NDA021131
5185,5185,254,Serious Cases,NDA020033
5186,5186,24,Death,NDA020033
5187,5187,14,Disabling,NDA020033
5188,5188,141,Hospitalization,NDA020033
5189,5189,24,Life Threatening Event,NDA020033
5190,5190,1109,Serious Cases,M021
5191,5191,169,Death,M021
5192,5192,61,Disabling,M021
5193,5193,477,Hospitalization,M021
5194,5194,68,Life Threatening Event,M021
5195,5195,5479,Serious Cases,ANDA076968
5196,5196,688,Death,ANDA076968
5197,5197,250,Disabling,ANDA076968
5198,5198,2638,Hospitalization,ANDA076968
5199,5199,430,Life Threatening Event,ANDA076968
5200,5200,64984,Serious Cases,BLA103628
5201,5201,6943,Death,BLA103628
5202,5202,355,Disabling,BLA103628
5203,5203,43928,Hospitalization,BLA103628
5204,5204,371,Life Threatening Event,BLA103628
5205,5205,2414,Serious Cases,ANDA210658
5206,5206,820,Death,ANDA210658
5207,5207,49,Disabling,ANDA210658
5208,5208,801,Hospitalization,ANDA210658
5209,5209,97,Life Threatening Event,ANDA210658
5210,5210,30964,Serious Cases,NDA022287
5211,5211,3338,Death,NDA022287
5212,5212,832,Disabling,NDA022287
5213,5213,6010,Hospitalization,NDA022287
5214,5214,528,Life Threatening Event,NDA022287
5215,5215,1156,Serious Cases,ANDA202014
5216,5216,40,Death,ANDA202014
5217,5217,57,Disabling,ANDA202014
5218,5218,487,Hospitalization,ANDA202014
5219,5219,88,Life Threatening Event,ANDA202014
5220,5220,5885,Serious Cases,NDA204447
5221,5221,625,Death,NDA204447
5222,5222,287,Disabling,NDA204447
5223,5223,2045,Hospitalization,NDA204447
5224,5224,254,Life Threatening Event,NDA204447
5225,5225,306,Serious Cases,NDA022108
5226,5226,33,Death,NDA022108
5227,5227,9,Disabling,NDA022108
5228,5228,129,Hospitalization,NDA022108
5229,5229,4,Life Threatening Event,NDA022108
5230,5230,1070,Serious Cases,NDA021879
5231,5231,241,Death,NDA021879
5232,5232,27,Disabling,NDA021879
5233,5233,464,Hospitalization,NDA021879
5234,5234,25,Life Threatening Event,NDA021879
5235,5235,5735,Serious Cases,NDA009170
5236,5236,760,Death,NDA009170
5237,5237,240,Disabling,NDA009170
5238,5238,2744,Hospitalization,NDA009170
5239,5239,219,Life Threatening Event,NDA009170
5240,5240,27015,Serious Cases,ANDA065283
5241,5241,2635,Death,ANDA065283
5242,5242,1544,Disabling,ANDA065283
5243,5243,11809,Hospitalization,ANDA065283
5244,5244,2258,Life Threatening Event,ANDA065283
5245,5245,1436,Serious Cases,NDA022462
5246,5246,117,Death,NDA022462
5247,5247,29,Disabling,NDA022462
5248,5248,760,Hospitalization,NDA022462
5249,5249,32,Life Threatening Event,NDA022462
5250,5250,1043,Serious Cases,NDA021288
5251,5251,270,Death,NDA021288
5252,5252,43,Disabling,NDA021288
5253,5253,362,Hospitalization,NDA021288
5254,5254,38,Life Threatening Event,NDA021288
5255,5255,6676,Serious Cases,ANDA211568
5256,5256,395,Death,ANDA211568
5257,5257,295,Disabling,ANDA211568
5258,5258,1142,Hospitalization,ANDA211568
5259,5259,243,Life Threatening Event,ANDA211568
5260,5260,110,Serious Cases,ANDA078834
5261,5261,4,Death,ANDA078834
5262,5262,5,Disabling,ANDA078834
5263,5263,42,Hospitalization,ANDA078834
5264,5264,8,Life Threatening Event,ANDA078834
5265,5265,42660,Serious Cases,NDA020449
5266,5266,7501,Death,NDA020449
5267,5267,2831,Disabling,NDA020449
5268,5268,16560,Hospitalization,NDA020449
5269,5269,2840,Life Threatening Event,NDA020449
5270,5270,7183,Serious Cases,NDA020387
5271,5271,675,Death,NDA020387
5272,5272,460,Disabling,NDA020387
5273,5273,3904,Hospitalization,NDA020387
5274,5274,414,Life Threatening Event,NDA020387
5275,5275,9,Serious Cases,NDA022408
5276,5276,2,Death,NDA022408
5277,5277,1,Hospitalization,NDA022408
5278,5278,27106,Serious Cases,NDA021359
5279,5279,4597,Death,NDA021359
5280,5280,1074,Disabling,NDA021359
5281,5281,16351,Hospitalization,NDA021359
5282,5282,1985,Life Threatening Event,NDA021359
5283,5283,639,Serious Cases,NDA020610
5284,5284,29,Death,NDA020610
5285,5285,47,Disabling,NDA020610
5286,5286,327,Hospitalization,NDA020610
5287,5287,36,Life Threatening Event,NDA020610
5288,5288,3728,Serious Cases,NDA022187
5289,5289,450,Death,NDA022187
5290,5290,168,Disabling,NDA022187
5291,5291,1245,Hospitalization,NDA022187
5292,5292,212,Life Threatening Event,NDA022187
5293,5293,7668,Serious Cases,ANDA090742
5294,5294,850,Death,ANDA090742
5295,5295,131,Disabling,ANDA090742
5296,5296,1841,Hospitalization,ANDA090742
5297,5297,231,Life Threatening Event,ANDA090742
5298,5298,80,Serious Cases,NDA050557
5299,5299,3,Death,NDA050557
5300,5300,5,Disabling,NDA050557
5301,5301,29,Hospitalization,NDA050557
5302,5302,4,Life Threatening Event,NDA050557
5303,5303,47067,Serious Cases,NDA021306
5304,5304,23349,Death,NDA021306
5305,5305,2671,Disabling,NDA021306
5306,5306,7603,Hospitalization,NDA021306
5307,5307,876,Life Threatening Event,NDA021306
5308,5308,151,Serious Cases,BLA022505
5309,5309,10,Death,BLA022505
5310,5310,2,Disabling,BLA022505
5311,5311,65,Hospitalization,BLA022505
5312,5312,1,Life Threatening Event,BLA022505
5313,5313,458,Serious Cases,NDA203505
5314,5314,4,Death,NDA203505
5315,5315,24,Disabling,NDA203505
5316,5316,112,Hospitalization,NDA203505
5317,5317,27,Life Threatening Event,NDA203505
5318,5318,2000,Serious Cases,part333D
5319,5319,296,Death,part333D
5320,5320,105,Disabling,part333D
5321,5321,774,Hospitalization,part333D
5322,5322,153,Life Threatening Event,part333D
5323,5323,24622,Serious Cases,ANDA208314
5324,5324,2478,Death,ANDA208314
5325,5325,1113,Disabling,ANDA208314
5326,5326,11688,Hospitalization,ANDA208314
5327,5327,1331,Life Threatening Event,ANDA208314
5328,5328,14490,Serious Cases,NDA021773
5329,5329,1749,Death,NDA021773
5330,5330,423,Disabling,NDA021773
5331,5331,7492,Hospitalization,NDA021773
5332,5332,703,Life Threatening Event,NDA021773
5333,5333,277,Serious Cases,ANDA086195
5334,5334,31,Death,ANDA086195
5335,5335,11,Disabling,ANDA086195
5336,5336,149,Hospitalization,ANDA086195
5337,5337,12,Life Threatening Event,ANDA086195
5338,5338,265870,Serious Cases,NDA204824
5339,5339,25176,Death,NDA204824
5340,5340,10746,Disabling,NDA204824
5341,5341,98560,Hospitalization,NDA204824
5342,5342,14579,Life Threatening Event,NDA204824
5343,5343,4125,Serious Cases,NDA021485
5344,5344,774,Death,NDA021485
5345,5345,140,Disabling,NDA021485
5346,5346,2002,Hospitalization,NDA021485
5347,5347,186,Life Threatening Event,NDA021485
5348,5348,1736,Serious Cases,ANDA204028
5349,5349,276,Death,ANDA204028
5350,5350,46,Disabling,ANDA204028
5351,5351,762,Hospitalization,ANDA204028
5352,5352,116,Life Threatening Event,ANDA204028
5353,5353,32249,Serious Cases,NDA213674
5354,5354,10952,Death,NDA213674
5355,5355,298,Disabling,NDA213674
5356,5356,9821,Hospitalization,NDA213674
5357,5357,610,Life Threatening Event,NDA213674
5358,5358,28165,Serious Cases,ANDA077927
5359,5359,2697,Death,ANDA077927
5360,5360,1460,Disabling,ANDA077927
5361,5361,11351,Hospitalization,ANDA077927
5362,5362,1191,Life Threatening Event,ANDA077927
5363,5363,24212,Serious Cases,NDA020850
5364,5364,2659,Death,NDA020850
5365,5365,1079,Disabling,NDA020850
5366,5366,13137,Hospitalization,NDA020850
5367,5367,1933,Life Threatening Event,NDA020850
5368,5368,1060,Serious Cases,NDA021861
5369,5369,162,Death,NDA021861
5370,5370,41,Disabling,NDA021861
5371,5371,623,Hospitalization,NDA021861
5372,5372,113,Life Threatening Event,NDA021861
5373,5373,16963,Serious Cases,NDA022014
5374,5374,687,Death,NDA022014
5375,5375,868,Disabling,NDA022014
5376,5376,5545,Hospitalization,NDA022014
5377,5377,578,Life Threatening Event,NDA022014
5378,5378,6520,Serious Cases,NDA050007
5379,5379,787,Death,NDA050007
5380,5380,379,Disabling,NDA050007
5381,5381,2706,Hospitalization,NDA050007
5382,5382,312,Life Threatening Event,NDA050007
5383,5383,129,Serious Cases,NDA202276
5384,5384,5,Death,NDA202276
5385,5385,19,Disabling,NDA202276
5386,5386,26,Hospitalization,NDA202276
5387,5387,7,Life Threatening Event,NDA202276
5388,5388,48398,Serious Cases,ANDA078401
5389,5389,5368,Death,ANDA078401
5390,5390,1904,Disabling,ANDA078401
5391,5391,24088,Hospitalization,ANDA078401
5392,5392,2121,Life Threatening Event,ANDA078401
5393,5393,6405,Serious Cases,NDA021794
5394,5394,794,Death,NDA021794
5395,5395,196,Disabling,NDA021794
5396,5396,3217,Hospitalization,NDA021794
5397,5397,566,Life Threatening Event,NDA021794
5398,5398,124,Serious Cases,ANDA078400
5399,5399,7,Death,ANDA078400
5400,5400,5,Disabling,ANDA078400
5401,5401,42,Hospitalization,ANDA078400
5402,5402,10,Life Threatening Event,ANDA078400
5403,5403,2718,Serious Cases,ANDA209555
5404,5404,95,Death,ANDA209555
5405,5405,414,Disabling,ANDA209555
5406,5406,1126,Hospitalization,ANDA209555
5407,5407,69,Life Threatening Event,ANDA209555
5408,5408,8954,Serious Cases,NDA021990
5409,5409,1237,Death,NDA021990
5410,5410,287,Disabling,NDA021990
5411,5411,3654,Hospitalization,NDA021990
5412,5412,476,Life Threatening Event,NDA021990
5413,5413,57877,Serious Cases,ANDA074726
5414,5414,11663,Death,ANDA074726
5415,5415,1825,Disabling,ANDA074726
5416,5416,35590,Hospitalization,ANDA074726
5417,5417,4756,Life Threatening Event,ANDA074726
5418,5418,69,Serious Cases,ANDA208212
5419,5419,2,Death,ANDA208212
5420,5420,2,Disabling,ANDA208212
5421,5421,18,Hospitalization,ANDA208212
5422,5422,1,Life Threatening Event,ANDA208212
5423,5423,10779,Serious Cases,ANDA209714
5424,5424,2033,Death,ANDA209714
5425,5425,142,Disabling,ANDA209714
5426,5426,2881,Hospitalization,ANDA209714
5427,5427,428,Life Threatening Event,ANDA209714
5428,5428,3449,Serious Cases,NDA022522
5429,5429,864,Death,NDA022522
5430,5430,63,Disabling,NDA022522
5431,5431,1717,Hospitalization,NDA022522
5432,5432,124,Life Threatening Event,NDA022522
5433,5433,44446,Serious Cases,NDA019962
5434,5434,6490,Death,NDA019962
5435,5435,1321,Disabling,NDA019962
5436,5436,24477,Hospitalization,NDA019962
5437,5437,2275,Life Threatening Event,NDA019962
5438,5438,382,Serious Cases,ANDA084779
5439,5439,58,Death,ANDA084779
5440,5440,19,Disabling,ANDA084779
5441,5441,154,Hospitalization,ANDA084779
5442,5442,15,Life Threatening Event,ANDA084779
5443,5443,583,Serious Cases,ANDA213897
5444,5444,63,Death,ANDA213897
5445,5445,14,Disabling,ANDA213897
5446,5446,332,Hospitalization,ANDA213897
5447,5447,86,Life Threatening Event,ANDA213897
5448,5448,23372,Serious Cases,ANDA206200
5449,5449,2361,Death,ANDA206200
5450,5450,715,Disabling,ANDA206200
5451,5451,11473,Hospitalization,ANDA206200
5452,5452,1246,Life Threatening Event,ANDA206200
5453,5453,114,Serious Cases,ANDA207098
5454,5454,6,Death,ANDA207098
5455,5455,1,Disabling,ANDA207098
5456,5456,32,Hospitalization,ANDA207098
5457,5457,3,Life Threatening Event,ANDA207098
5458,5458,36,Serious Cases,ANDA083246
5459,5459,10,Death,ANDA083246
5460,5460,1,Disabling,ANDA083246
5461,5461,14,Hospitalization,ANDA083246
5462,5462,3,Life Threatening Event,ANDA083246
5463,5463,50,Serious Cases,ANDA202220
5464,5464,17,Hospitalization,ANDA202220
5465,5465,17409,Serious Cases,NDA021923
5466,5466,4837,Death,NDA021923
5467,5467,434,Disabling,NDA021923
5468,5468,7424,Hospitalization,NDA021923
5469,5469,964,Life Threatening Event,NDA021923
5470,5470,26240,Serious Cases,NDA022370
5471,5471,4145,Death,NDA022370
5472,5472,1165,Disabling,NDA022370
5473,5473,8297,Hospitalization,NDA022370
5474,5474,1602,Life Threatening Event,NDA022370
5475,5475,2121,Serious Cases,NDA209210
5476,5476,155,Death,NDA209210
5477,5477,60,Disabling,NDA209210
5478,5478,892,Hospitalization,NDA209210
5479,5479,122,Life Threatening Event,NDA209210
5480,5480,1081,Serious Cases,NDA206276
5481,5481,162,Death,NDA206276
5482,5482,41,Disabling,NDA206276
5483,5483,627,Hospitalization,NDA206276
5484,5484,114,Life Threatening Event,NDA206276
5485,5485,1334,Serious Cases,NDA200738
5486,5486,110,Death,NDA200738
5487,5487,65,Disabling,NDA200738
5488,5488,437,Hospitalization,NDA200738
5489,5489,26,Life Threatening Event,NDA200738
5490,5490,571,Serious Cases,NDA019855
5491,5491,54,Death,NDA019855
5492,5492,37,Disabling,NDA019855
5493,5493,183,Hospitalization,NDA019855
5494,5494,24,Life Threatening Event,NDA019855
5495,5495,3078,Serious Cases,ANDA203649
5496,5496,631,Death,ANDA203649
5497,5497,17,Disabling,ANDA203649
5498,5498,2140,Hospitalization,ANDA203649
5499,5499,138,Life Threatening Event,ANDA203649
5500,5500,9136,Serious Cases,NDA021463
5501,5501,804,Death,NDA021463
5502,5502,693,Disabling,NDA021463
5503,5503,3961,Hospitalization,NDA021463
5504,5504,500,Life Threatening Event,NDA021463
5505,5505,27293,Serious Cases,NDA021710
5506,5506,3352,Death,NDA021710
5507,5507,854,Disabling,NDA021710
5508,5508,12170,Hospitalization,NDA021710
5509,5509,1848,Life Threatening Event,NDA021710
5510,5510,1399,Serious Cases,ANDA213810
5511,5511,207,Death,ANDA213810
5512,5512,15,Disabling,ANDA213810
5513,5513,550,Hospitalization,ANDA213810
5514,5514,406,Life Threatening Event,ANDA213810
5515,5515,17340,Serious Cases,ANDA203621
5516,5516,3207,Death,ANDA203621
5517,5517,636,Disabling,ANDA203621
5518,5518,10081,Hospitalization,ANDA203621
5519,5519,1494,Life Threatening Event,ANDA203621
5520,5520,34449,Serious Cases,NDA021272
5521,5521,8021,Death,NDA021272
5522,5522,153,Disabling,NDA021272
5523,5523,25773,Hospitalization,NDA021272
5524,5524,1072,Life Threatening Event,NDA021272
5525,5525,37558,Serious Cases,ANDA204345
5526,5526,8495,Death,ANDA204345
5527,5527,671,Disabling,ANDA204345
5528,5528,15460,Hospitalization,ANDA204345
5529,5529,1965,Life Threatening Event,ANDA204345
5530,5530,93,Serious Cases,NDA022055
5531,5531,8,Death,NDA022055
5532,5532,3,Disabling,NDA022055
5533,5533,35,Hospitalization,NDA022055
5534,5534,4,Life Threatening Event,NDA022055
5535,5535,18208,Serious Cases,NDA202992
5536,5536,656,Death,NDA202992
5537,5537,1209,Disabling,NDA202992
5538,5538,5924,Hospitalization,NDA202992
5539,5539,277,Life Threatening Event,NDA202992
5540,5540,1116,Serious Cases,NDA022036
5541,5541,291,Death,NDA022036
5542,5542,37,Disabling,NDA022036
5543,5543,438,Hospitalization,NDA022036
5544,5544,74,Life Threatening Event,NDA022036
5545,5545,7382,Serious Cases,M020
5546,5546,1093,Death,M020
5547,5547,259,Disabling,M020
5548,5548,3357,Hospitalization,M020
5549,5549,742,Life Threatening Event,M020
5550,5550,5391,Serious Cases,BLA021148
5551,5551,459,Death,BLA021148
5552,5552,152,Disabling,BLA021148
5553,5553,2181,Hospitalization,BLA021148
5554,5554,296,Life Threatening Event,BLA021148
5555,5555,1167,Serious Cases,ANDA200961
5556,5556,39,Death,ANDA200961
5557,5557,55,Disabling,ANDA200961
5558,5558,490,Hospitalization,ANDA200961
5559,5559,88,Life Threatening Event,ANDA200961
5560,5560,4776,Serious Cases,NDA208224
5561,5561,52,Death,NDA208224
5562,5562,157,Disabling,NDA208224
5563,5563,839,Hospitalization,NDA208224
5564,5564,181,Life Threatening Event,NDA208224
5565,5565,560,Serious Cases,NDA022372
5566,5566,29,Death,NDA022372
5567,5567,20,Disabling,NDA022372
5568,5568,197,Hospitalization,NDA022372
5569,5569,15,Life Threatening Event,NDA022372
5570,5570,57087,Serious Cases,ANDA203807
5571,5571,9332,Death,ANDA203807
5572,5572,544,Disabling,ANDA203807
5573,5573,24320,Hospitalization,ANDA203807
5574,5574,4081,Life Threatening Event,ANDA203807
5575,5575,2534,Serious Cases,NDA021762
5576,5576,126,Death,NDA021762
5577,5577,938,Disabling,NDA021762
5578,5578,1719,Hospitalization,NDA021762
5579,5579,31,Life Threatening Event,NDA021762
5580,5580,3516,Serious Cases,NDA020834
5581,5581,417,Death,NDA020834
5582,5582,207,Disabling,NDA020834
5583,5583,1730,Hospitalization,NDA020834
5584,5584,174,Life Threatening Event,NDA020834
5585,5585,11627,Serious Cases,ANDA208488
5586,5586,5637,Death,ANDA208488
5587,5587,78,Disabling,ANDA208488
5588,5588,3727,Hospitalization,ANDA208488
5589,5589,286,Life Threatening Event,ANDA208488
5590,5590,13597,Serious Cases,ANDA090141
5591,5591,2162,Death,ANDA090141
5592,5592,265,Disabling,ANDA090141
5593,5593,8352,Hospitalization,ANDA090141
5594,5594,534,Life Threatening Event,ANDA090141
5595,5595,1436,Serious Cases,NDA206255
5596,5596,224,Death,NDA206255
5597,5597,35,Disabling,NDA206255
5598,5598,718,Hospitalization,NDA206255
5599,5599,130,Life Threatening Event,NDA206255
5600,5600,1062,Serious Cases,NDA207589
5601,5601,60,Death,NDA207589
5602,5602,14,Disabling,NDA207589
5603,5603,442,Hospitalization,NDA207589
5604,5604,71,Life Threatening Event,NDA207589
5605,5605,1826,Serious Cases,NDA020379
5606,5606,220,Death,NDA020379
5607,5607,69,Disabling,NDA020379
5608,5608,576,Hospitalization,NDA020379
5609,5609,145,Life Threatening Event,NDA020379
5610,5610,2806,Serious Cases,NDA019129
5611,5611,257,Death,NDA019129
5612,5612,179,Disabling,NDA019129
5613,5613,1414,Hospitalization,NDA019129
5614,5614,137,Life Threatening Event,NDA019129
5615,5615,80,Serious Cases,NDA021009
5616,5616,6,Death,NDA021009
5617,5617,11,Disabling,NDA021009
5618,5618,27,Hospitalization,NDA021009
5619,5619,6,Life Threatening Event,NDA021009
5620,5620,20247,Serious Cases,NDA204819
5621,5621,5806,Death,NDA204819
5622,5622,130,Disabling,NDA204819
5623,5623,12828,Hospitalization,NDA204819
5624,5624,356,Life Threatening Event,NDA204819
5625,5625,52219,Serious Cases,M004
5626,5626,16848,Death,M004
5627,5627,1885,Disabling,M004
5628,5628,22411,Hospitalization,M004
5629,5629,4723,Life Threatening Event,M004
5630,5630,28603,Serious Cases,NDA018705
5631,5631,4781,Death,NDA018705
5632,5632,1143,Disabling,NDA018705
5633,5633,17255,Hospitalization,NDA018705
5634,5634,2109,Life Threatening Event,NDA018705
5635,5635,14914,Serious Cases,ANDA077903
5636,5636,2844,Death,ANDA077903
5637,5637,504,Disabling,ANDA077903
5638,5638,7696,Hospitalization,ANDA077903
5639,5639,1008,Life Threatening Event,ANDA077903
5640,5640,1752,Serious Cases,NDA021881
5641,5641,212,Death,NDA021881
5642,5642,101,Disabling,NDA021881
5643,5643,890,Hospitalization,NDA021881
5644,5644,198,Life Threatening Event,NDA021881
5645,5645,47053,Serious Cases,ANDA075252
5646,5646,4976,Death,ANDA075252
5647,5647,1320,Disabling,ANDA075252
5648,5648,18115,Hospitalization,ANDA075252
5649,5649,2453,Life Threatening Event,ANDA075252
5650,5650,835,Serious Cases,NDA018652
5651,5651,273,Death,NDA018652
5652,5652,279,Disabling,NDA018652
5653,5653,545,Hospitalization,NDA018652
5654,5654,324,Life Threatening Event,NDA018652
5655,5655,11158,Serious Cases,ANDA077987
5656,5656,1373,Death,ANDA077987
5657,5657,459,Disabling,ANDA077987
5658,5658,5811,Hospitalization,ANDA077987
5659,5659,727,Life Threatening Event,ANDA077987
5660,5660,1,Serious Cases,ANDA211157
5661,5661,24195,Serious Cases,NDA022012
5662,5662,4135,Death,NDA022012
5663,5663,883,Disabling,NDA022012
5664,5664,15028,Hospitalization,NDA022012
5665,5665,1160,Life Threatening Event,NDA022012
5666,5666,1196,Serious Cases,NDA020989
5667,5667,90,Death,NDA020989
5668,5668,50,Disabling,NDA020989
5669,5669,567,Hospitalization,NDA020989
5670,5670,50,Life Threatening Event,NDA020989
5671,5671,1043,Serious Cases,ANDA074007
5672,5672,44,Death,ANDA074007
5673,5673,14,Disabling,ANDA074007
5674,5674,815,Hospitalization,ANDA074007
5675,5675,87,Life Threatening Event,ANDA074007
5676,5676,10088,Serious Cases,BLA125268
5677,5677,2332,Death,BLA125268
5678,5678,145,Disabling,BLA125268
5679,5679,3246,Hospitalization,BLA125268
5680,5680,373,Life Threatening Event,BLA125268
5681,5681,514,Serious Cases,ANDA076625
5682,5682,23,Death,ANDA076625
5683,5683,24,Disabling,ANDA076625
5684,5684,201,Hospitalization,ANDA076625
5685,5685,37,Life Threatening Event,ANDA076625
5686,5686,57501,Serious Cases,NDA017581
5687,5687,5495,Death,NDA017581
5688,5688,3635,Disabling,NDA017581
5689,5689,23540,Hospitalization,NDA017581
5690,5690,3371,Life Threatening Event,NDA017581
5691,5691,43725,Serious Cases,ANDA211863
5692,5692,2812,Death,ANDA211863
5693,5693,4268,Disabling,ANDA211863
5694,5694,13267,Hospitalization,ANDA211863
5695,5695,2529,Life Threatening Event,ANDA211863
5696,5696,479,Serious Cases,NDA017453
5697,5697,80,Death,NDA017453
5698,5698,9,Disabling,NDA017453
5699,5699,228,Hospitalization,NDA017453
5700,5700,65,Life Threatening Event,NDA017453
5701,5701,343,Serious Cases,ANDA091232
5702,5702,11,Death,ANDA091232
5703,5703,10,Disabling,ANDA091232
5704,5704,116,Hospitalization,ANDA091232
5705,5705,24,Life Threatening Event,ANDA091232
5706,5706,3392,Serious Cases,ANDA203802
5707,5707,315,Death,ANDA203802
5708,5708,86,Disabling,ANDA203802
5709,5709,1634,Hospitalization,ANDA203802
5710,5710,224,Life Threatening Event,ANDA203802
5711,5711,7,Serious Cases,ANDA209837
5712,5712,6,Hospitalization,ANDA209837
5713,5713,3,Life Threatening Event,ANDA209837
5714,5714,5,Serious Cases,ANDA203767
5715,5715,3,Hospitalization,ANDA203767
5716,5716,22,Serious Cases,ANDA206647
5717,5717,6,Death,ANDA206647
5718,5718,1,Disabling,ANDA206647
5719,5719,6,Hospitalization,ANDA206647
5720,5720,1,Life Threatening Event,ANDA206647
5721,5721,3958,Serious Cases,ANDA212963
5722,5722,824,Death,ANDA212963
5723,5723,135,Disabling,ANDA212963
5724,5724,1921,Hospitalization,ANDA212963
5725,5725,227,Life Threatening Event,ANDA212963
5726,5726,2887,Serious Cases,NDA022150
5727,5727,135,Death,NDA022150
5728,5728,19,Disabling,NDA022150
5729,5729,1642,Hospitalization,NDA022150
5730,5730,101,Life Threatening Event,NDA022150
5731,5731,626,Serious Cases,NDA022580
5732,5732,11,Death,NDA022580
5733,5733,43,Disabling,NDA022580
5734,5734,182,Hospitalization,NDA022580
5735,5735,27,Life Threatening Event,NDA022580
5736,5736,1355,Serious Cases,NDA208658
5737,5737,73,Death,NDA208658
5738,5738,28,Disabling,NDA208658
5739,5739,728,Hospitalization,NDA208658
5740,5740,130,Life Threatening Event,NDA208658
5741,5741,3021,Serious Cases,ANDA040298
5742,5742,310,Death,ANDA040298
5743,5743,126,Disabling,ANDA040298
5744,5744,1312,Hospitalization,ANDA040298
5745,5745,252,Life Threatening Event,ANDA040298
5746,5746,1603,Serious Cases,NDA021620
5747,5747,71,Death,NDA021620
5748,5748,26,Disabling,NDA021620
5749,5749,467,Hospitalization,NDA021620
5750,5750,38,Life Threatening Event,NDA021620
5751,5751,23024,Serious Cases,NDA021368
5752,5752,2946,Death,NDA021368
5753,5753,777,Disabling,NDA021368
5754,5754,11319,Hospitalization,NDA021368
5755,5755,822,Life Threatening Event,NDA021368
5756,5756,11,Serious Cases,ANDA207505
5757,5757,5,Hospitalization,ANDA207505
5758,5758,375,Serious Cases,NDA022474
5759,5759,2,Death,NDA022474
5760,5760,15,Disabling,NDA022474
5761,5761,56,Hospitalization,NDA022474
5762,5762,13,Life Threatening Event,NDA022474
5763,5763,5257,Serious Cases,NDA018147
5764,5764,609,Death,NDA018147
5765,5765,577,Disabling,NDA018147
5766,5766,2281,Hospitalization,NDA018147
5767,5767,520,Life Threatening Event,NDA018147
5768,5768,354,Serious Cases,ANDA090524
5769,5769,12,Death,ANDA090524
5770,5770,10,Disabling,ANDA090524
5771,5771,125,Hospitalization,ANDA090524
5772,5772,27,Life Threatening Event,ANDA090524
5773,5773,1637,Serious Cases,NDA020723
5774,5774,92,Death,NDA020723
5775,5775,101,Disabling,NDA020723
5776,5776,523,Hospitalization,NDA020723
5777,5777,57,Life Threatening Event,NDA020723
5778,5778,1541,Serious Cases,NDA204251
5779,5779,128,Death,NDA204251
5780,5780,63,Disabling,NDA204251
5781,5781,347,Hospitalization,NDA204251
5782,5782,49,Life Threatening Event,NDA204251
5783,5783,3564,Serious Cases,NDA009829
5784,5784,393,Death,NDA009829
5785,5785,156,Disabling,NDA009829
5786,5786,1736,Hospitalization,NDA009829
5787,5787,270,Life Threatening Event,NDA009829
5788,5788,52,Serious Cases,NDA011961
5789,5789,18,Death,NDA011961
5790,5790,3,Disabling,NDA011961
5791,5791,25,Hospitalization,NDA011961
5792,5792,3,Life Threatening Event,NDA011961
5793,5793,14946,Serious Cases,NDA021997
5794,5794,2845,Death,NDA021997
5795,5795,505,Disabling,NDA021997
5796,5796,7711,Hospitalization,NDA021997
5797,5797,1008,Life Threatening Event,NDA021997
5798,5798,1228,Serious Cases,NDA208010
5799,5799,206,Death,NDA208010
